"Id","Name","Office","Local Division","Beginning term","End of term"
"312","La Malfa, Doug","USR","",2021-01-03,NA
"315","Laird, John","CC","Santa Cruz",1981-12-01,1983-11-30
"315","Laird, John","CC","Santa Cruz",1985-12-01,1990-11-30
"315","Laird, John","M","Santa Cruz",1983-12-01,1984-11-30
"323","Leno, Mark","BS","San Francisco",1998-04-22,2002-12-02
"331","Lieu, Ted","USR","",2015-01-03,2017-01-02
"331","Lieu, Ted","USR","",2017-01-03,2019-01-02
"331","Lieu, Ted","USR","",2019-01-03,2021-01-02
"331","Lieu, Ted","USR","",2021-01-03,NA
"334","Liu, Carol","CC","La Canada",1992-03-01,1996-03-01
"334","Liu, Carol","CC","La Canada",1996-03-01,2000-03-01
"334","Liu, Carol","M","La Canada",1996-03-01,1997-03-01
"334","Liu, Carol","M","La Canada",1997-03-01,1998-03-01
"341","Lowenthal, Alan","USR","",2013-01-03,2015-01-03
"341","Lowenthal, Alan","USR","",2015-01-03,2017-01-02
"341","Lowenthal, Alan","USR","",2017-01-03,2019-01-02
"341","Lowenthal, Alan","USR","",2019-01-03,2021-01-02
"341","Lowenthal, Alan","USR","",2021-01-03,NA
"344","Machado, Mike","State Assembly","",1994-12-05,1996-11-30
"344","Machado, Mike","State Assembly","",1996-12-02,1998-11-30
"344","Machado, Mike","State Assembly","",1998-12-07,2000-11-30
"346","Maienschein, Brian","CC","San Diego",2000-12-01,2004-11-30
"346","Maienschein, Brian","CC","San Diego",2004-12-03,2008-11-30
"347","Maldonado, Abel","State Assembly","",1998-12-07,2000-11-30
"349","Margett, Bob","M","Arcadia",1990-12-01,1994-11-30
"349","Margett, Bob","State Assembly","",1994-12-05,1996-11-30
"349","Margett, Bob","State Assembly","",1996-12-02,1998-11-30
"349","Margett, Bob","State Assembly","",1998-12-07,2000-11-30
"363","McCarthy, Kevin","USR","",2007-01-03,2009-01-02
"363","McCarthy, Kevin","USR","",2009-01-03,2011-01-02
"363","McCarthy, Kevin","USR","",2011-01-03,2013-01-02
"363","McCarthy, Kevin","USR","",2013-01-03,2015-01-03
"363","McCarthy, Kevin","USR","",2015-01-03,2017-01-02
"363","McCarthy, Kevin","USR","",2017-01-03,2019-01-02
"363","McCarthy, Kevin","USR","",2019-01-03,2021-01-02
"363","McCarthy, Kevin","USR","",2021-01-03,NA
"368","McLeod, Gloria Negrete","USR","",2013-01-03,2015-01-03
"369","McPherson, Bruce","BS","",2013-01-01,2016-11-30
"369","McPherson, Bruce","BS","Santa Cruz",2016-12-01,NA
"369","McPherson, Bruce","State Assembly","",1993-11-14,1994-11-30
"369","McPherson, Bruce","State Assembly","",1994-12-05,1996-11-30
"372","Mendoza, Tony","CC","Artesia",1997-03-10,2002-11-30
"372","Mendoza, Tony","CC","Artesia",2002-12-01,2006-11-13
"373","Migden, Carole","State Assembly","",1996-12-02,1998-11-30
"373","Migden, Carole","State Assembly","",1998-12-07,2000-11-30
"376","Mitchell, Holly","BS","LA",2020-12-07,NA
"384","Morrow, Bill","State Assembly","",1992-12-07,1994-11-30
"384","Morrow, Bill","State Assembly","",1994-12-05,1996-11-30
"384","Morrow, Bill","State Assembly","",1996-12-02,1998-11-30
"390","Murray, Kevin","State Assembly","",1994-12-05,1996-11-30
"390","Murray, Kevin","State Assembly","",1996-12-02,1998-11-30
"392","Nakanishi, Alan","CC","Lodi",2010-12-06,2011-11-30
"392","Nakanishi, Alan","M","Lodi",2012-12-01,2017-01-02
"392","Nakanishi, Alan","M","Lodi",2017-01-03,NA
"401","Nguyen, Janet","BS","Garden Grove",2007-03-27,2010-11-30
"401","Nguyen, Janet","BS","Garden Grove",2010-12-01,2014-11-30
"403","Nielsen, Jim","State Senate","",1978-12-04,1982-11-30
"403","Nielsen, Jim","State Senate","",1982-12-06,1986-11-30
"403","Nielsen, Jim","State Senate","",1986-12-01,1990-11-30
"408","Obernolte, Jay","USR","",2021-01-03,NA
"410","Oller, Thomas Rico","State Assembly","4",1996-12-02,1998-11-30
"410","Oller, Thomas Rico","State Assembly","4",1998-12-07,2000-11-30
"411","Olsen, Kristen","BS","Stanislaus",2017-01-10,NA
"411","Olsen, Kristen","CC","Modesto",2005-12-21,2010-12-06
"412","Oropeza, Jenny","CC","Long Beach",1994-07-15,2000-12-04
"413","Ortiz, Deborah V.","CC","Sacramento",1993-03-01,1996-11-30
"413","Ortiz, Deborah V.","State Assembly","",1996-12-02,1998-11-30
"414","P. Wagner, Donald","BS","Orange",2019-03-27,NA
"414","P. Wagner, Donald","M","",2016-12-05,2019-03-26
"421","Pavley, Fran","M","Agoura",1995-12-01,1997-11-30
"423","Perata, Don","BS","Alameda",1986-12-01,1990-11-30
"423","Perata, Don","BS","Alameda",1990-12-01,1994-11-30
"423","Perata, Don","State Assembly","",1996-12-02,1998-11-30
"425","Perez, V. Manuel","BS","Riverside",2017-05-09,NA
"430","Poochigian, Charles","State Assembly","",1994-12-05,1996-11-30
"430","Poochigian, Charles","State Assembly","",1996-12-02,1998-11-30
"431","Portantino, Anthony J.","CC","La Canada",2000-03-01,2004-03-01
"431","Portantino, Anthony J.","CC","La Canada",2004-03-01,2006-01-21
"433","Price, Curren","CC","LA",2013-07-02,NA
"444","Ridley-Thomas, Mark","BS","LA",2008-12-01,2012-11-30
"444","Ridley-Thomas, Mark","BS","LA",2012-12-01,2016-11-30
"444","Ridley-Thomas, Mark","BS","LA",2016-12-01,2020-12-06
"444","Ridley-Thomas, Mark","CC","LA",2020-12-14,NA
"452","Romero, Gloria","State Assembly","",1998-12-07,2000-11-30
"457","Runner, George","State Assembly","",1996-12-02,1998-11-30
"457","Runner, George","State Assembly","",1998-12-07,2000-11-30
"462","Salas, Mary","CC","Chula Vista",2012-12-03,2014-12-08
"462","Salas, Mary","M","Chula Vista",2014-12-09,2008-11-30
"462","Salas, Mary","M","Chula Vista",2008-12-01,2012-11-30
"462","Salas, Mary","M","Chula Vista",2012-12-01,2016-11-30
"462","Salas, Mary","M","Chula Vista",2016-12-01,2020-11-30
"462","Salas, Mary","M","Chula Vista",2020-12-01,NA
"465","Salinas, Simon","BS","Monterey",2006-12-04,2010-11-30
"465","Salinas, Simon","BS","Monterey",2010-12-01,2014-11-30
"465","Salinas, Simon","BS","Monterey",2014-12-01,2018-11-30
"465","Salinas, Simon","BS","Monterey",2018-12-01,NA
"477","Simitian, Joseph","BS","Santa Clara",2013-07-01,2016-11-30
"477","Simitian, Joseph","BS","Santa Clara",2016-12-01,2020-11-30
"477","Simitian, Joseph","BS","Santa Clara",2020-12-01,NA
"477","Simitian, Joseph","CC","Palo Alto",1992-12-07,1996-12-02
"478","Skinner, Nancy","CC","Berkeley",1984-12-01,1988-11-30
"478","Skinner, Nancy","CC","Berkeley",1988-12-01,1992-11-30
"484","Solorio, Jose","CC","Santa Ana",2016-12-05,2020-11-30
"484","Solorio, Jose","CC","Santa Ana",2002-12-02,2006-12-04
"485","Soto, Nell","CC","Pomona",1986-12-01,1990-11-30
"485","Soto, Nell","CC","Pomona",1990-12-01,1994-11-30
"485","Soto, Nell","CC","Pomona",1994-12-01,1998-11-30
"487","Spitzer, Todd","BS","Orange",1997-01-06,2002-11-19
"487","Spitzer, Todd","BS","Orange",2012-06-07,2016-06-06
"487","Spitzer, Todd","BS","Orange",2016-06-07,2019-01-07
"489","Steinberg, Darrell","CC","Sacramento",1992-12-01,1996-11-30
"489","Steinberg, Darrell","CC","Sacramento",1996-12-01,1998-11-30
"489","Steinberg, Darrell","M","Sacramento",2016-12-05,2020-03-02
"489","Steinberg, Darrell","M","Sacramento",2020-03-03,NA
"489","Steinberg, Darrell","State Assembly","",1998-12-07,2000-11-30
"494","Strickland, Tony","State Assembly","",1998-12-07,2000-11-30
"501","Talamantes Eggman, Susan","CC","Stockton",2006-11-01,2010-11-01
"501","Talamantes Eggman, Susan","CC","stockton",2010-11-02,2012-11-01
"504","Thomson, Helen","BS","Yolo",1986-12-01,1990-11-30
"504","Thomson, Helen","BS","Yolo",1990-12-01,1994-11-30
"504","Thomson, Helen","BS","Yolo",1994-12-01,1996-11-30
"504","Thomson, Helen","BS","Yolo",2002-12-01,2006-05-30
"504","Thomson, Helen","BS","Yolo",2006-06-01,2010-05-30
"508","Torlakson, Tom","State Assembly","",1996-12-02,1998-11-30
"508","Torlakson, Tom","State Assembly","",1998-12-07,2000-11-30
"510","Torres, Norma J.","USR","",2015-01-03,2017-01-02
"510","Torres, Norma J.","USR","",2017-01-03,2019-01-02
"510","Torres, Norma J.","USR","",2019-01-03,2021-01-02
"510","Torres, Norma J.","USR","",2021-01-03,NA
"516","Valadao, David","USR","",2013-01-03,2015-01-02
"516","Valadao, David","USR","",2015-01-03,2017-01-02
"516","Valadao, David","USR","",2017-01-03,2019-01-02
"516","Valadao, David","USR","",2021-01-03,NA
"517","Vargas, Juan","USR","",2013-01-03,2015-01-02
"517","Vargas, Juan","USR","",2015-01-03,2017-01-02
"517","Vargas, Juan","USR","",2017-01-03,2019-01-02
"517","Vargas, Juan","USR","",2019-01-03,2021-01-02
"517","Vargas, Juan","USR","",2021-01-03,NA
"523","Vincent, Edward","CC","Inglewood",1978-12-01,1982-11-30
"523","Vincent, Edward","M","Inglewood",1982-12-01,1986-11-30
"523","Vincent, Edward","M","Inglewood",1986-12-01,1990-11-30
"523","Vincent, Edward","M","Inglewood",1990-12-01,1994-11-30
"525","W. Jones, Brian","CC","Santee",2002-12-02,2004-11-30
"525","W. Jones, Brian","CC","Santee",2004-12-01,2006-11-30
"525","W. Jones, Brian","CC","Santee",2006-12-01,2008-11-30
"525","W. Jones, Brian","CC","Santee",2008-12-01,2010-11-30
"525","W. Jones, Brian","CC","Santee",2017-02-08,2018-12-03
"527","Walters, Mimi","CC","Laguna Niguel",1996-12-01,2000-11-30
"527","Walters, Mimi","M","Laguna Niguel",2000-12-01,2004-11-30
"527","Walters, Mimi","USR","",2015-01-03,2017-01-02
"527","Walters, Mimi","USR","",2017-01-03,2019-01-03
"535","Wesson, Herb","CC","LA",2015-05-19,2020-12-14
"535","Wesson, Herb","CC","LA",2011-03-02,2015-03-01
"535","Wesson, Herb","CC","LA",2007-03-02,2011-03-01
"535","Wesson, Herb","CC","LA",2005-07-01,2007-03-01
"537","Wieckowski, Bob","CC","Fremont",2004-12-06,2008-11-30
"537","Wieckowski, Bob","CC","Fremont",2008-12-01,2010-12-05
"538","Wiggins, Pat","State Assembly","",1998-12-07,2000-11-30
"541","Williams, Das","BS","Santa Barbara",2002-12-04,2006-11-30
"541","Williams, Das","BS","Santa Barbara",2006-12-01,2010-11-30
"542","Wolk, Lois","BS","Yolo",1998-05-01,2002-05-01
"542","Wolk, Lois","M","Davis",1992-06-20,1994-04-02
"542","Wolk, Lois","M","Davis",1994-04-20,1996-06-20
"542","Wolk, Lois","CC","Davis",1990-06-20,NA
"542","Wolk, Lois","CC","Davis",1996-06-20,1998-04-10
"543","Wood, Jim","CC","Healdsburg",2006-12-02,2010-11-30
"543","Wood, Jim","CC","Healdsburg",2010-12-02,2014-11-30
"548","Wright, Roderick","State Assembly","",1996-12-02,1998-11-30
"548","Wright, Roderick","State Assembly","",1998-12-07,2000-11-30
"551","Yamada, Mariko","BS","Yolo",2002-12-01,2006-05-30
"551","Yamada, Mariko","BS","Yolo",2006-06-01,2008-11-01
"552","Yee, Leland Y.","BS","San Francisco",1997-01-01,2002-12-02
"165","Dutra, John","CC","Fremont",1986-01-01,1987-11-30
"165","Dutra, John","CC","Fremont",1988-01-01,1989-11-30
"165","Dutra, John","CC","Fremont",1990-01-01,1991-11-30
"165","Dutra, John","CC","Fremont",1992-01-01,1993-11-30
"165","Dutra, John","CC","Fremont",1994-01-01,1995-11-30
"156","Dickerson, Richard","BS","Shasta",1994-01-01,1998-01-01
"156","Dickerson, Richard","CC","Redding",2004-01-01,2008-01-01
"156","Dickerson, Richard","CC","Redding",2008-01-01,2012-01-01
